invoice_id,invoice_number,supplier_id,po_id,invoice_date,amount,status
I-01101,INV-2026-01101,S052,PO-01013,2026-02-23,29326.08,posted
I-01102,INV-2026-01102,S027,PO-01014,2026-04-27,44567.6,posted
I-01103,INV-2026-01103,S070,PO-01015,2026-03-20,20002.27,posted
I-01104,INV-2026-01104,S026,PO-01016,2026-01-26,3522.93,posted
I-01105,INV-2026-01105,S060,PO-01017,2026-03-06,38091.68,posted
I-01106,INV-2026-01106,S020,PO-01018,2026-02-04,4835.44,posted
I-01107,INV-2026-01107,S056,PO-01019,2026-02-09,18568.78,posted
I-01108,INV-2026-01108,S075,PO-01020,2026-03-20,150806.07,posted
I-01109,INV-2026-01109,S028,PO-01021,2026-02-20,14533.79,posted
I-01110,INV-2026-01110,S083,PO-01022,2026-02-02,42579.56,posted
I-01111,INV-2026-01111,S030,PO-01023,2026-03-25,15546.87,posted
I-01112,INV-2026-01112,S034,PO-01024,2026-04-05,14985.41,posted
I-01113,INV-2026-01113,S078,PO-01025,2026-04-18,11808.14,posted
I-01114,INV-2026-01114,S078,PO-01025,2026-04-06,24308.13,posted
I-01115,INV-2026-01115,S033,PO-01026,2026-03-04,65242.88,posted
I-01116,INV-2026-01116,S015,PO-01027,2026-01-15,24380.6,posted
I-01117,INV-2026-01117,S045,PO-01028,2026-02-26,25422.66,posted
I-01118,INV-2026-01118,S079,PO-01029,2026-02-23,2376.55,posted
I-01119,INV-2026-01119,S003,PO-01030,2026-02-03,21844.9,posted
I-01120,INV-2026-01120,S020,PO-01031,2026-03-20,8180.9,posted
I-01121,INV-2026-01121,S031,PO-01032,2026-02-17,44408.38,posted
I-01122,INV-2026-01122,S059,PO-01033,2026-02-28,23976.97,posted
I-01123,INV-2026-01123,S049,PO-01034,2026-03-04,73177.56,posted
I-01124,INV-2026-01124,S049,PO-01035,2026-01-27,5835.89,posted
I-01125,INV-2026-01125,S026,PO-01036,2026-02-18,18193.34,posted
I-01126,INV-2026-01126,S068,PO-01037,2026-04-17,88234.51,posted
I-01127,INV-2026-01127,S068,PO-01037,2026-04-13,47184.2,posted
I-01128,INV-2026-01128,S056,PO-01038,2026-02-20,35993.14,posted
I-01129,INV-2026-01129,S010,PO-01039,2026-03-05,13775.06,posted
I-01130,INV-2026-01130,S084,PO-01040,2026-03-29,14000.4,posted
I-01131,INV-2026-01131,S004,PO-01041,2026-03-21,33942.32,posted
I-01132,INV-2026-01132,S055,PO-01042,2026-04-01,96356.33,posted
I-01133,INV-2026-01133,S026,PO-01043,2026-02-25,15450.09,posted
I-01134,INV-2026-01134,S077,PO-01044,2026-02-22,43292.78,posted
I-01135,INV-2026-01135,S012,PO-01045,2026-02-05,37699.08,posted
I-01136,INV-2026-01136,S023,PO-01046,2026-03-15,10147.04,posted
I-01137,INV-2026-01137,S023,PO-01046,2026-04-06,15817.16,posted
I-01138,INV-2026-01138,S007,PO-01047,2026-02-17,48110.86,posted
I-01139,INV-2026-01139,S074,PO-01048,2026-01-23,8681.69,posted
I-01140,INV-2026-01140,S030,PO-01049,2026-03-24,25086.09,posted
I-01141,INV-2026-01141,S006,PO-01050,2026-04-23,13005.36,posted
I-01142,INV-2026-01142,S075,PO-01051,2026-03-23,65107.93,posted
I-01143,INV-2026-01143,S073,PO-01052,2026-01-16,293914.48,posted
I-01144,INV-2026-01144,S050,PO-01053,2026-02-03,13734.46,posted
I-01145,INV-2026-01145,S008,PO-01054,2026-04-15,50659.68,posted
I-01146,INV-2026-01146,S060,PO-01055,2026-03-17,20210.99,posted
I-01147,INV-2026-01147,S021,PO-01056,2026-03-11,10380.93,posted
I-01148,INV-2026-01148,S038,PO-01057,2026-03-23,30278.38,posted
I-01149,INV-2026-01149,S006,PO-01058,2026-04-10,44717.14,posted
I-01150,INV-2026-01150,S013,PO-01059,2026-01-31,20482.43,posted
I-01151,INV-2026-01151,S016,PO-01060,2026-02-10,41218.53,posted
I-01152,INV-2026-01152,S036,PO-01061,2026-04-25,24900.98,posted
I-01153,INV-2026-01153,S047,PO-01062,2026-02-18,40152.22,posted
I-01154,INV-2026-01154,S056,PO-01063,2026-04-10,28208.15,posted
I-01155,INV-2026-01155,S075,PO-01064,2026-03-24,29915.24,posted
I-01156,INV-2026-01156,S059,PO-01065,2026-01-19,27081.2,posted
I-01157,INV-2026-01157,S081,PO-01066,2026-02-14,47870.86,posted
I-01158,INV-2026-01158,S048,PO-01067,2026-03-17,301090.37,posted
I-01159,INV-2026-01159,S001,PO-01068,2026-01-24,50659.23,posted
I-01160,INV-2026-01160,S077,PO-01069,2026-04-08,42100.02,posted
I-01161,INV-2026-01161,S062,PO-01070,2026-04-13,14917.87,posted
I-01162,INV-2026-01162,S054,PO-01071,2026-02-26,3555.05,posted
I-01163,INV-2026-01163,S049,PO-01072,2026-03-13,8497.95,posted
I-01164,INV-2026-01164,S019,PO-01073,2026-02-23,44433.2,posted
I-01165,INV-2026-01165,S008,PO-01074,2026-04-19,19871.28,posted
I-01166,INV-2026-01166,S073,PO-01075,2026-02-22,13059.46,posted
I-01167,INV-2026-01167,S052,PO-01076,2026-04-14,22774.91,posted
I-01168,INV-2026-01168,S079,PO-01077,2026-03-27,18907.73,posted
I-01169,INV-2026-01169,S006,PO-01078,2026-04-13,17716.39,posted
I-01170,INV-2026-01170,S046,PO-01079,2026-04-16,21464.25,posted
I-01171,INV-2026-01171,S072,PO-01080,2026-02-27,18449.28,posted
I-01172,INV-2026-01172,S002,PO-01081,2026-03-01,4636.46,posted
I-01173,INV-2026-01173,S002,PO-01081,2026-03-09,3315.34,posted
I-01174,INV-2026-01174,S049,PO-01082,2026-03-12,14455.09,posted
I-01175,INV-2026-01175,S044,PO-01083,2026-02-06,21621.59,posted
I-01176,INV-2026-01176,S061,PO-01084,2026-03-29,18086.61,posted
I-01177,INV-2026-01177,S022,PO-01085,2026-03-24,271676.98,posted
I-01178,INV-2026-01178,S076,PO-01086,2026-02-25,20617.56,posted
I-01179,INV-2026-01179,S004,PO-01087,2026-03-12,6080.89,posted
I-01180,INV-2026-01180,S004,PO-01087,2026-04-02,13842.89,posted
I-01181,INV-2026-01181,S044,PO-01088,2026-04-01,59942.42,posted
I-01182,INV-2026-01182,S013,PO-01089,2026-02-10,10296.82,posted
I-01183,INV-2026-01183,S079,PO-01090,2026-03-09,19070.45,posted
I-01184,INV-2026-01184,S069,PO-01091,2026-02-14,35205.41,posted
I-01185,INV-2026-01185,S069,PO-01091,2026-02-26,26690.07,posted
I-01186,INV-2026-01186,S076,PO-01092,2026-03-25,74723.52,posted
I-01187,INV-2026-01187,S015,PO-01093,2026-04-17,11147.05,posted
I-01188,INV-2026-01188,S015,PO-01093,2026-04-08,13676.94,posted
I-01189,INV-2026-01189,S054,PO-01094,2026-02-25,53882.4,posted
I-01190,INV-2026-01190,S041,PO-01095,2026-01-29,11186.29,posted
I-01191,INV-2026-01191,S062,PO-01096,2026-03-17,30753.81,posted
I-01192,INV-2026-01192,S033,PO-01097,2026-03-05,28008.83,posted
I-01193,INV-2026-01193,S078,PO-01098,2026-04-09,22590.12,posted
I-01194,INV-2026-01194,S084,PO-01099,2026-04-09,21185.84,posted
I-01195,INV-2026-01195,S047,PO-01100,2026-03-06,66572.11,posted
I-01196,INV-2026-01196,S023,PO-01101,2026-04-03,30732.36,posted
I-01197,INV-2026-01197,S078,PO-01102,2026-03-01,95021.53,posted
I-01198,INV-2026-01198,S052,PO-01103,2026-03-09,17825.51,posted
I-01199,INV-2026-01199,S020,PO-01104,2026-02-22,14638.87,posted
I-01200,INV-2026-01200,S068,PO-01105,2026-03-06,17879.97,posted
I-01201,INV-2026-01201,S041,PO-01106,2026-04-23,34519.99,posted
I-01202,INV-2026-01202,S029,PO-01107,2026-04-28,28897.58,posted
I-01203,INV-2026-01203,S023,PO-01108,2026-03-28,158072.04,posted
I-01204,INV-2026-01204,S048,PO-01109,2026-04-01,25434.01,posted
I-01205,INV-2026-01205,S021,PO-01110,2026-03-29,23233.88,posted
I-01206,INV-2026-01206,S062,PO-01111,2026-01-29,17152.91,posted
I-01207,INV-2026-01207,S076,PO-01112,2026-03-15,30072.1,posted
I-01208,INV-2026-01208,S075,PO-01113,2026-02-28,50166.52,posted
I-01209,INV-2026-01209,S081,PO-01114,2026-03-29,46132.9,posted
I-01210,INV-2026-01210,S014,PO-01115,2026-02-26,4018.16,posted
I-01211,INV-2026-01211,S050,PO-01116,2026-03-29,49921.06,posted
I-01212,INV-2026-01212,S084,PO-01117,2026-01-29,59720.12,posted
I-01213,INV-2026-01213,S016,PO-01118,2026-02-05,21355.01,posted
I-01214,INV-2026-01214,S039,PO-01119,2026-02-19,9166.66,posted
I-01215,INV-2026-01215,S039,PO-01119,2026-02-15,8395.1,posted
I-01216,INV-2026-01216,S063,PO-01120,2026-01-28,8226.41,posted
I-01217,INV-2026-01217,S082,PO-01121,2026-03-06,11552.04,posted
I-01218,INV-2026-01218,S052,PO-01122,2026-02-14,27390.76,posted
I-01219,INV-2026-01219,S050,PO-01123,2026-02-27,16413.28,posted
I-01220,INV-2026-01220,S051,PO-01124,2026-03-31,16836.03,posted
I-01221,INV-2026-01221,S019,PO-01125,2026-04-03,10707.34,posted
I-01222,INV-2026-01222,S053,PO-01126,2026-01-08,26415.2,posted
I-01223,INV-2026-01223,S015,PO-01127,2026-04-06,28359.48,posted
I-01224,INV-2026-01224,S018,PO-01128,2026-04-29,18144.34,posted
I-01225,INV-2026-01225,S069,PO-01129,2026-03-04,46053.97,posted
I-01226,INV-2026-01226,S032,PO-01130,2026-01-27,39668.26,posted
I-01227,INV-2026-01227,S010,PO-01131,2026-03-04,28959.6,posted
I-01228,INV-2026-01228,S007,PO-01132,2026-02-07,8383.99,posted
I-01229,INV-2026-01229,S017,PO-01133,2026-02-19,26331.83,posted
I-01230,INV-2026-01230,S034,PO-01134,2026-02-02,19971.05,posted
I-01231,INV-2026-01231,S008,PO-01135,2026-04-07,28104.84,posted
I-01232,INV-2026-01232,S062,PO-01136,2026-03-03,23086.43,posted
I-01233,INV-2026-01233,S029,PO-01137,2026-03-23,28575.22,posted
I-01234,INV-2026-01234,S003,PO-01138,2026-03-04,46100.57,posted
I-01235,INV-2026-01235,S034,PO-01139,2026-02-08,17407.76,posted
I-01236,INV-2026-01236,S036,PO-01140,2026-03-01,31666.69,posted
I-01237,INV-2026-01237,S028,PO-01141,2026-03-28,32096.93,posted
I-01238,INV-2026-01238,S030,PO-01142,2026-03-28,29956.38,posted
I-01239,INV-2026-01239,S056,PO-01143,2026-02-11,12051.1,posted
I-01240,INV-2026-01240,S065,PO-01144,2026-02-04,17665.55,posted
I-01241,INV-2026-01241,S013,PO-01145,2026-03-30,49496.41,posted
I-01242,INV-2026-01242,S037,PO-01146,2026-03-02,60478.03,posted
I-01243,INV-2026-01243,S085,PO-01147,2026-03-18,93570.79,posted
I-01244,INV-2026-01244,S060,PO-01148,2026-02-24,77020.86,posted
I-01245,INV-2026-01245,S029,PO-01149,2026-01-24,38673.78,posted
I-01246,INV-2026-01246,S067,PO-01150,2026-03-20,26220.5,posted
I-01247,INV-2026-01247,S050,PO-01151,2026-03-25,35086.2,posted
I-01248,INV-2026-01248,S039,PO-01152,2026-02-02,56454.58,posted
I-01249,INV-2026-01249,S078,PO-01153,2026-01-17,16768.26,posted
I-01250,INV-2026-01250,S028,PO-01154,2026-02-28,21576.0,posted
I-01251,INV-2026-01251,S038,PO-01155,2026-02-24,18396.71,posted
I-01252,INV-2026-01252,S022,PO-01156,2026-03-20,46805.61,posted
I-01253,INV-2026-01253,S058,PO-01157,2026-02-10,28319.02,posted
I-01254,INV-2026-01254,S062,PO-01158,2026-04-14,33938.85,posted
I-01255,INV-2026-01255,S030,PO-01159,2026-04-10,2313.21,posted
I-01256,INV-2026-01256,S030,PO-01159,2026-04-24,4357.91,posted
I-01257,INV-2026-01257,S009,PO-01160,2026-04-05,21905.61,posted
I-01258,INV-2026-01258,S032,PO-01161,2026-02-27,70988.07,posted
I-01259,INV-2026-01259,S005,PO-01162,2026-04-15,12190.71,posted
I-01260,INV-2026-01260,S022,PO-01163,2026-02-24,20536.73,posted
I-01261,INV-2026-01261,S083,PO-01164,2026-01-30,37428.29,posted
I-01262,INV-2026-01262,S030,PO-01165,2026-03-06,54553.66,posted
I-01263,INV-2026-01263,S066,PO-01166,2026-04-23,45884.96,posted
I-01264,INV-2026-01264,S072,PO-01167,2026-04-11,15181.37,posted
I-01265,INV-2026-01265,S007,PO-01168,2026-03-27,5635.96,posted
I-01266,INV-2026-01266,S001,PO-01169,2026-03-08,6092.98,posted
I-01267,INV-2026-01267,S012,PO-01170,2026-01-08,21313.23,posted
I-01268,INV-2026-01268,S073,PO-01171,2026-02-09,13517.66,posted
I-01269,INV-2026-01269,S060,PO-01172,2026-01-24,40428.23,posted
I-01270,INV-2026-01270,S064,PO-01173,2026-01-20,58600.71,posted
I-01271,INV-2026-01271,S059,PO-01174,2026-04-01,63441.23,posted
I-01272,INV-2026-01272,S077,PO-01175,2026-03-09,33117.77,posted
I-01273,INV-2026-01273,S057,PO-01176,2026-03-24,14541.66,posted
I-01274,INV-2026-01274,S054,PO-01177,2026-01-20,26791.63,posted
I-01275,INV-2026-01275,S003,PO-01178,2026-02-07,41803.6,posted
I-01276,INV-2026-01276,S083,PO-01179,2026-03-02,22346.07,posted
I-01277,INV-2026-01277,S070,PO-01180,2026-03-08,56319.23,posted
I-01278,INV-2026-01278,S047,PO-01181,2026-04-05,29871.46,posted
I-01279,INV-2026-01279,S078,PO-01182,2026-02-27,53807.28,posted
I-01280,INV-2026-01280,S022,PO-01183,2026-04-17,21052.82,posted
I-01281,INV-2026-01281,S016,PO-01184,2026-02-26,13988.28,posted
I-01282,INV-2026-01282,S016,PO-01185,2026-04-09,29412.01,posted
I-01283,INV-2026-01283,S045,PO-01186,2026-04-02,10865.99,posted
I-01284,INV-2026-01284,S045,PO-01186,2026-03-26,6277.5,posted
I-01285,INV-2026-01285,S074,PO-01187,2026-04-10,16002.23,posted
I-01286,INV-2026-01286,S082,PO-01188,2026-04-21,32974.18,posted
I-01287,INV-2026-01287,S050,PO-01189,2026-03-26,17536.92,posted
I-01288,INV-2026-01288,S056,PO-01190,2026-03-06,8298.22,posted
I-01289,INV-2026-01289,S056,PO-01190,2026-03-19,17065.58,posted
I-01290,INV-2026-01290,S049,PO-01191,2026-02-11,6245.67,posted
I-01291,INV-2026-01291,S069,PO-01192,2026-02-05,94315.43,posted
I-01292,INV-2026-01292,S007,PO-01193,2026-03-05,37796.85,posted
I-01293,INV-2026-01293,S043,PO-01194,2026-03-22,24910.68,posted
I-01294,INV-2026-01294,S072,PO-01195,2026-02-11,28109.27,posted
I-01295,INV-2026-01295,S052,PO-01196,2026-02-01,40906.94,posted
I-01296,INV-2026-01296,S010,PO-01197,2026-02-17,140046.62,posted
I-01297,INV-2026-01297,S070,PO-01198,2026-03-11,23965.6,posted
I-01298,INV-2026-01298,S084,PO-01199,2026-01-21,76504.79,posted
I-01299,INV-2026-01299,S053,PO-01200,2026-04-04,45565.5,posted
I-01300,INV-2026-01300,S079,PO-01201,2026-04-07,10713.51,posted
I-01301,INV-2026-01301,S075,PO-01202,2026-03-26,32101.69,posted
I-01302,INV-2026-01302,S007,PO-01203,2026-02-13,30731.93,posted
I-01303,INV-2026-01303,S048,PO-01204,2026-03-04,47053.41,posted
I-01304,INV-2026-01304,S049,PO-01205,2026-04-11,25229.47,posted
I-01305,INV-2026-01305,S037,PO-01206,2026-02-22,26217.97,posted
I-01306,INV-2026-01306,S068,PO-01207,2026-01-19,54371.66,posted
I-01307,INV-2026-01307,S061,PO-01208,2026-03-20,11688.0,posted
I-01308,INV-2026-01308,S067,PO-01209,2026-02-09,30967.58,posted
I-01309,INV-2026-01309,S049,PO-01210,2026-01-15,43964.87,posted
I-01310,INV-2026-01310,S073,PO-01211,2026-04-09,32485.86,posted
I-01311,INV-2026-01311,S023,PO-01212,2026-03-10,44591.34,posted
I-01312,INV-2026-01312,S022,PO-01213,2026-02-12,26771.9,posted
I-01313,INV-2026-01313,S076,PO-01214,2026-03-13,35836.42,posted
I-01314,INV-2026-01314,S026,PO-01215,2026-02-06,15849.59,posted
I-01315,INV-2026-01315,S050,PO-01216,2026-01-20,15315.48,posted
I-01316,INV-2026-01316,S009,PO-01217,2026-01-22,11925.96,posted
I-01317,INV-2026-01317,S060,PO-01218,2026-02-15,19407.57,posted
I-01318,INV-2026-01318,S019,PO-01219,2026-02-22,60836.23,posted
I-01319,INV-2026-01319,S085,PO-01220,2026-03-29,22892.96,posted
I-01320,INV-2026-01320,S002,PO-01221,2026-03-07,25775.85,posted
I-01321,INV-2026-01321,S044,PO-01222,2026-01-30,8690.01,posted
I-01322,INV-2026-01322,S030,PO-01223,2026-03-27,55721.43,posted
I-01323,INV-2026-01323,S054,PO-01224,2026-02-20,12324.04,posted
I-01324,INV-2026-01324,S013,PO-01225,2026-04-13,21638.39,posted
I-01325,INV-2026-01325,S015,PO-01226,2026-02-28,23369.26,posted
I-01326,INV-2026-01326,S027,PO-01227,2026-04-01,23872.86,posted
I-01327,INV-2026-01327,S056,PO-01228,2026-02-25,28309.1,posted
I-01328,INV-2026-01328,S046,PO-01229,2026-02-23,246633.45,posted
I-01329,INV-2026-01329,S079,PO-01230,2026-01-17,49809.43,posted
I-01330,INV-2026-01330,S017,PO-01231,2026-03-30,37461.6,posted
I-01331,INV-2026-01331,S022,PO-01232,2026-02-05,5407.97,posted
I-01332,INV-2026-01332,S071,PO-01233,2026-02-25,17719.73,posted
I-01333,INV-2026-01333,S039,PO-01234,2026-01-22,43632.49,posted
I-01334,INV-2026-01334,S039,PO-01234,2026-01-24,26453.06,posted
I-01335,INV-2026-01335,S006,PO-01235,2026-02-15,24106.1,posted
I-01336,INV-2026-01336,S017,PO-01236,2026-02-26,13927.77,posted
I-01337,INV-2026-01337,S020,PO-01237,2026-03-22,42130.43,posted
I-01338,INV-2026-01338,S032,PO-01238,2026-05-05,18004.47,posted
I-01339,INV-2026-01339,S052,PO-01239,2026-03-26,62601.86,posted
I-01340,INV-2026-01340,S069,PO-01240,2026-02-07,28963.11,posted
I-01341,INV-2026-01341,S004,PO-01241,2026-03-29,15962.73,posted
I-01342,INV-2026-01342,S084,PO-01242,2026-03-29,147475.21,posted
I-01343,INV-2026-01343,S024,PO-01243,2026-02-07,34147.32,posted
I-01344,INV-2026-01344,S003,PO-01244,2026-01-31,21085.99,posted
I-01345,INV-2026-01345,S033,PO-01245,2026-02-16,9982.22,posted
I-01346,INV-2026-01346,S082,PO-01246,2026-02-14,8594.96,posted
I-01347,INV-2026-01347,S082,PO-01246,2026-02-13,18696.13,posted
I-01348,INV-2026-01348,S046,PO-01247,2026-03-08,25702.29,posted
I-01349,INV-2026-01349,S038,PO-01248,2026-01-26,15789.98,posted
I-01350,INV-2026-01350,S072,PO-01249,2026-02-07,8906.8,posted
I-01351,INV-2026-01351,S072,PO-01250,2026-01-23,19178.49,posted
I-01352,INV-2026-01352,S024,PO-01251,2026-02-06,14087.14,posted
I-01353,INV-2026-01353,S024,PO-01251,2026-01-18,15437.21,posted
I-01354,INV-2026-01354,S071,PO-01252,2026-02-23,79323.49,posted
I-01355,INV-2026-01355,S081,PO-01253,2026-03-28,24789.77,posted
I-01356,INV-2026-01356,S026,PO-01254,2026-03-01,40111.51,posted
I-01357,INV-2026-01357,S072,PO-01255,2026-03-10,76030.16,posted
I-01358,INV-2026-01358,S081,PO-01256,2026-02-08,4968.06,posted
I-01359,INV-2026-01359,S046,PO-01257,2026-01-14,11393.5,posted
I-01360,INV-2026-01360,S014,PO-01258,2026-02-17,12960.95,posted
I-01361,INV-2026-01361,S035,PO-01259,2026-02-01,66323.22,posted
I-01362,INV-2026-01362,S042,PO-01260,2026-02-21,10775.3,posted
I-01363,INV-2026-01363,S060,PO-01261,2026-01-25,6604.6,posted
I-01364,INV-2026-01364,S040,PO-01262,2026-03-03,52153.58,posted
I-01365,INV-2026-01365,S040,PO-01263,2026-01-28,17372.6,posted
I-01366,INV-2026-01366,S034,PO-01264,2026-01-30,19349.88,posted
I-01367,INV-2026-01367,S052,PO-01265,2026-04-05,14557.15,posted
I-01368,INV-2026-01368,S085,PO-01266,2026-03-31,12215.29,posted
I-01369,INV-2026-01369,S047,PO-01267,2026-04-02,32966.58,posted
I-01370,INV-2026-01370,S042,PO-01268,2026-03-17,52462.4,posted
I-01371,INV-2026-01371,S001,PO-01269,2026-01-13,56562.59,posted
I-01372,INV-2026-01372,S058,PO-01270,2026-03-11,7390.67,posted
I-01373,INV-2026-01373,S020,PO-01271,2026-02-06,33367.6,posted
I-01374,INV-2026-01374,S057,PO-01272,2026-02-14,62995.27,posted
I-01375,INV-2026-01375,S079,PO-01273,2026-01-21,19116.09,posted
I-01376,INV-2026-01376,S012,PO-01274,2026-02-23,31574.06,posted
I-01377,INV-2026-01377,S072,PO-01275,2026-03-15,7268.09,posted
I-01378,INV-2026-01378,S072,PO-01275,2026-03-30,11139.45,posted
I-01379,INV-2026-01379,S013,PO-01276,2026-02-27,17260.1,posted
I-01380,INV-2026-01380,S044,PO-01277,2026-02-16,7070.59,posted
I-01381,INV-2026-01381,S008,PO-01278,2026-04-25,102243.76,posted
I-01382,INV-2026-01382,S036,PO-01279,2026-03-07,18226.23,posted
I-01383,INV-2026-01383,S026,PO-01280,2026-03-03,58716.33,posted
I-01384,INV-2026-01384,S028,PO-01281,2026-01-21,6983.42,posted
I-01385,INV-2026-01385,S065,PO-01282,2026-02-15,36047.64,posted
I-01386,INV-2026-01386,S025,PO-01283,2026-02-18,20854.84,posted
I-01387,INV-2026-01387,S008,PO-01284,2026-02-25,9053.04,posted
I-01388,INV-2026-01388,S072,PO-01285,2026-02-12,45575.84,posted
I-01389,INV-2026-01389,S043,PO-01286,2026-03-25,16089.22,posted
I-01390,INV-2026-01390,S041,PO-01287,2026-01-12,13763.14,posted
I-01391,INV-2026-01391,S012,PO-01288,2026-02-10,21655.22,posted
I-01392,INV-2026-01392,S050,PO-01289,2026-02-21,18486.52,posted
I-01393,INV-2026-01393,S082,PO-01290,2026-03-14,21533.79,posted
I-01394,INV-2026-01394,S054,PO-01291,2026-02-11,40699.4,posted
I-01395,INV-2026-01395,S024,PO-01292,2026-05-02,23509.31,posted
I-01396,INV-2026-01396,S018,PO-01293,2026-02-01,11357.07,posted
I-01397,INV-2026-01397,S061,PO-01294,2026-03-06,76224.12,posted
I-01398,INV-2026-01398,S053,PO-01295,2026-04-22,87049.7,posted
I-01399,INV-2026-01399,S012,PO-01296,2026-03-12,14371.2,posted
I-01400,INV-2026-01400,S035,PO-01297,2026-03-07,4459.44,posted
I-01401,INV-2026-01401,S079,PO-01298,2026-04-06,35113.53,posted
I-01402,INV-2026-01402,S080,PO-01299,2026-04-15,17892.88,posted
I-01403,INV-2026-01403,S075,PO-01300,2026-02-21,28270.75,posted
I-01404,INV-2026-01404,S067,PO-01301,2026-01-08,16818.61,posted
I-01405,INV-2026-01405,S009,PO-01302,2026-03-29,71850.72,posted
I-01406,INV-2026-01406,S078,PO-01303,2026-04-07,15534.45,posted
I-01407,INV-2026-01407,S040,PO-01304,2026-02-06,39710.94,posted
I-01408,INV-2026-01408,S085,PO-01305,2026-03-26,41054.01,posted
I-01409,INV-2026-01409,S001,PO-01306,2026-03-02,76474.95,posted
I-01410,INV-2026-01410,S014,PO-01307,2026-03-03,11425.95,posted
I-01411,INV-2026-01411,S014,PO-01307,2026-02-28,12282.81,posted
I-01412,INV-2026-01412,S024,PO-01308,2026-02-13,17139.02,posted
I-01413,INV-2026-01413,S006,PO-01309,2026-01-27,19565.45,posted
I-01414,INV-2026-01414,S039,PO-01310,2026-03-06,61080.61,posted
I-01415,INV-2026-01415,S011,PO-01311,2026-04-06,70905.19,posted
I-01416,INV-2026-01416,S055,PO-01312,2026-03-19,96324.25,posted
I-01417,INV-2026-01417,S016,PO-01313,2026-03-07,6308.41,posted
I-01418,INV-2026-01418,S016,PO-01313,2026-03-06,13857.45,posted
I-01419,INV-2026-01419,S003,PO-01314,2026-03-03,27105.21,posted
I-01420,INV-2026-01420,S002,PO-01315,2026-04-13,36817.81,posted
I-01421,INV-2026-01421,S024,PO-01316,2026-02-13,29045.08,posted
I-01422,INV-2026-01422,S067,PO-01317,2026-03-05,76428.38,posted
I-01423,INV-2026-01423,S066,PO-01318,2026-04-13,69372.87,posted
I-01424,INV-2026-01424,S004,PO-01319,2026-03-05,51787.67,posted
I-01425,INV-2026-01425,S061,PO-01320,2026-03-08,24016.02,posted
I-01426,INV-2026-01426,S071,PO-01321,2026-02-06,22198.17,posted
I-01427,INV-2026-01427,S044,PO-01322,2026-02-27,24595.01,posted
I-01428,INV-2026-01428,S072,PO-01323,2026-04-25,35737.66,posted
I-01429,INV-2026-01429,S077,PO-01324,2026-01-31,93934.56,posted
I-01430,INV-2026-01430,S054,PO-01325,2026-02-12,47886.32,posted
I-01431,INV-2026-01431,S031,PO-01326,2026-03-15,13506.41,posted
I-01432,INV-2026-01432,S029,PO-01327,2026-02-17,16058.22,posted
I-01433,INV-2026-01433,S055,PO-01328,2026-04-17,6712.87,posted
I-01434,INV-2026-01434,S055,PO-01328,2026-04-13,15046.42,posted
I-01435,INV-2026-01435,S060,PO-01329,2026-01-21,70122.8,posted
I-01436,INV-2026-01436,S020,PO-01330,2026-02-10,46564.91,posted
I-01437,INV-2026-01437,S046,PO-01331,2026-03-28,55464.19,posted
I-01438,INV-2026-01438,S065,PO-01332,2026-03-26,19664.39,posted
I-01439,INV-2026-01439,S036,PO-01333,2026-03-23,10280.32,posted
I-01440,INV-2026-01440,S067,PO-01334,2026-01-25,22797.62,posted
I-01441,INV-2026-01441,S048,PO-01335,2026-01-25,40713.84,posted
I-01442,INV-2026-01442,S037,PO-01336,2026-01-27,66914.13,posted
I-01443,INV-2026-01443,S035,PO-01337,2026-03-09,39674.5,posted
I-01444,INV-2026-01444,S070,PO-01338,2026-03-29,49660.97,posted
I-01445,INV-2026-01445,S082,PO-01339,2026-03-18,20218.63,posted
I-01446,INV-2026-01446,S077,PO-01340,2026-02-01,21600.06,posted
I-01447,INV-2026-01447,S082,PO-01341,2026-02-24,29042.84,posted
I-01448,INV-2026-01448,S069,PO-01342,2026-03-28,20081.47,posted
I-01449,INV-2026-01449,S036,PO-01343,2026-03-23,34706.94,posted
I-01450,INV-2026-01450,S031,PO-01344,2026-04-15,33627.62,posted
I-01451,INV-2026-01451,S040,PO-01345,2026-03-04,12281.79,posted
I-01452,INV-2026-01452,S007,PO-01346,2026-01-30,41874.92,posted
I-01453,INV-2026-01453,S007,PO-01346,2026-01-24,36361.09,posted
I-01454,INV-2026-01454,S017,PO-01347,2026-04-12,14095.54,posted
I-01455,INV-2026-01455,S027,PO-01348,2026-02-13,54655.89,posted
I-01456,INV-2026-01456,S056,PO-01349,2026-04-03,17226.16,posted
I-01457,INV-2026-01457,S002,PO-01350,2026-03-14,29296.69,posted
I-01458,INV-2026-01458,S006,PO-01351,2026-03-03,25235.57,posted
I-01459,INV-2026-01459,S001,PO-01352,2026-04-05,2128.6,posted
I-01460,INV-2026-01460,S001,PO-01352,2026-03-26,4880.71,posted
I-01461,INV-2026-01461,S028,PO-01353,2026-03-30,33800.39,posted
I-01462,INV-2026-01462,S038,PO-01354,2026-02-15,11598.31,posted
I-01463,INV-2026-01463,S062,PO-01355,2026-03-10,4151.43,posted
I-01464,INV-2026-01464,S056,PO-01356,2026-02-13,64798.22,posted
I-01465,INV-2026-01465,S049,PO-01357,2026-02-15,9221.51,posted
I-01466,INV-2026-01466,S049,PO-01357,2026-02-18,6969.93,posted
I-01467,INV-2026-01467,S022,PO-01358,2026-03-05,6855.04,posted
